name,province,company,langue,date_naissance,agee,age_permis,numeropol
Mary Robinson,Nunavut,Henderson-Sanders,en,1984-09-09,32,32,54464
Eugene Hall,Prince Edward Island,Cervantes Inc,fr,1998-06-10,18,18,54489
Michael Smith,Nunavut,"Jordan, Lopez and Livingston",fr,1975-06-04,41,25,54497
Claudia Pena,Nova Scotia,Barron-Mcbride,fr,1957-06-18,59,34,54500
Douglas Lee,New Brunswick,Erickson PLC,en,1979-09-21,37,29,54503
Aaron Miller,New Brunswick,"Smith, Stanley and Faulkner",en,1945-08-13,71,33,54512
Andrea Davis,British Columbia,Taylor-Jimenez,fr,1980-10-03,36,24,54524
Ricky Alexander,Northwest Territories,Church Inc,en,1991-02-16,26,22,54525
Mary Ramirez,Quebec,"Ray, Macdonald and Ramirez",en,1984-03-28,33,29,54527
Ricky Bolton,New Brunswick,Riley-Hale,fr,1958-04-23,59,33,54528
Michael Johnson,Northwest Territories,Frank Ltd,en,1941-03-05,76,28,54531
David French,Newfoundland and Labrador,"Lin, Harris and Orr",fr,1947-01-30,70,34,54539
Michaela Donaldson,Northwest Territories,"Munoz, Davidson and Morgan",fr,1956-06-01,61,22,54544
Gloria Duncan,Saskatchewan,"Jones, Farmer and Peters",fr,1960-04-18,57,23,54553
Larry Williams,Quebec,Howell-Garza,en,1975-11-15,41,21,54560
Eric Barnett,Prince Edward Island,Thomas-Robinson,fr,1979-07-16,37,23,54575
Brianna Young,Newfoundland and Labrador,Weber PLC,fr,1967-02-09,50,29,54602
Jessica Moreno,Nova Scotia,Brown-Jackson,fr,1992-02-05,25,23,54603
Caitlin Edwards,Prince Edward Island,"Wallace, Barber and Williams",en,1972-05-06,45,22,54607
Theresa Kim,Northwest Territories,"Barrett, Ross and Lewis",fr,1951-05-19,66,23,54623
Shannon Galvan,Northwest Territories,Morales Inc,fr,1953-05-22,64,17,54655
Robert Thomas,Ontario,"Black, Colon and Fisher",en,1992-12-02,24,24,54679
Katherine Bell,Yukon Territory,Hall Inc,en,1968-06-11,48,30,54688
John Lee,Newfoundland and Labrador,Clarke-Morgan,en,1950-12-19,66,26,54693
Melissa Gardner,New Brunswick,Lam-Zhang,en,1961-11-12,55,30,54694
Frank Hammond,Manitoba,Blackburn PLC,en,1953-01-10,64,30,54712
Joshua Pope,Nunavut,Owen-Cervantes,fr,1940-09-30,76,19,54724
Hector Hernandez,New Brunswick,Martinez-Fitzgerald,fr,1957-09-15,59,31,54730
Mary Woodard,Quebec,Brown Group,en,1997-06-12,19,19,54753
Bradley Smith,Nunavut,Smith Inc,en,1976-09-06,40,33,54755
Terry Miller,British Columbia,Robinson-Price,fr,1946-06-15,70,30,54762
Jennifer Warren,Yukon Territory,"Baird, Cain and Whitehead",en,1968-01-02,49,18,54771
Kaitlin Hill,Northwest Territories,Watson-Thornton,en,1984-12-21,32,32,54787
Jennifer Lowery,Nova Scotia,"Wilson, Sanford and Allen",en,1968-03-02,49,18,54788
Ruth Orozco,British Columbia,"Park, Gonzales and Gomez",en,1954-11-28,62,19,54790
Sarah Jackson,Ontario,Robinson-Riley,fr,1958-05-08,59,30,54791
Matthew Harris,British Columbia,Marshall-Acosta,fr,1997-06-19,19,19,54792
Daniel Benitez,Nunavut,Simmons-Moore,fr,1959-12-04,57,30,54796
Jeffrey Hernandez,Northwest Territories,Scott Inc,en,1970-03-03,47,27,54798
Jill Green,Prince Edward Island,Collins PLC,en,1974-02-14,43,23,54799
Justin Wilson,Saskatchewan,"Hubbard, Stewart and Smith",fr,1992-05-19,25,25,54805
Michael Henry,Manitoba,Perry and Sons,fr,1988-09-05,28,18,54809
Alexandra Fowler,Quebec,Wilson-Schmidt,en,1946-11-23,70,21,54815
Molly Murray DDS,Manitoba,"Brown, Kim and Williams",en,1986-04-10,31,30,54856
Angela Hammond,Ontario,"Buck, Oconnor and Russell",en,1946-11-26,70,35,54887
Todd Stone,Ontario,Coleman PLC,fr,1959-03-08,58,20,54891
Nancy Baird,Manitoba,"Taylor, Santos and Mcgee",en,1942-09-29,74,20,54895
Michelle Jones,Yukon Territory,Ponce Inc,en,1942-03-21,75,32,54896
Joanne Fischer,Northwest Territories,"Owens, Stevens and Schwartz",en,1985-09-17,31,31,54898
Michael Mccarthy,Quebec,Harris-Howell,fr,1993-10-09,23,23,54911
Anthony Gutierrez,New Brunswick,Watkins-Keller,fr,1990-02-18,27,27,54913
Anna Lyons,Northwest Territories,Trevino-Jones,en,1958-11-12,58,22,54914
Alexis Harrington,Manitoba,Greene-Price,en,1945-06-24,71,24,54918
Lindsay Mclean,Alberta,Lester-Joseph,fr,1988-04-14,29,29,54922
Savannah Lewis,Manitoba,"Harrison, Parks and Eaton",fr,1981-11-18,35,31,54927
Stephanie Blankenship,Saskatchewan,Williams Inc,fr,1954-03-13,63,22,54932
Sonya Johnson,Newfoundland and Labrador,"Rojas, Becker and Moore",en,1980-07-06,36,19,54938
Albert Mathews,Quebec,Harvey LLC,en,1961-03-13,56,27,54939
Kathleen Brown,Nunavut,Anderson and Sons,en,1943-10-26,73,25,54940
David Walsh,Ontario,Jones PLC,fr,1971-02-19,46,19,54941
Tina Taylor,Manitoba,Edwards Ltd,en,1952-10-21,64,32,54947
Christopher Jones,Newfoundland and Labrador,Dodson Ltd,en,1965-03-21,52,18,54960
Michelle Davis,Prince Edward Island,Kelley LLC,fr,1950-04-13,67,30,54985
John Cunningham,Alberta,Bell-Elliott,fr,1996-05-30,21,21,55003
Dillon Garcia,New Brunswick,Roy Inc,en,1979-04-30,38,31,55032
Dr. Terry Alexander Jr.,Nova Scotia,Fox Inc,fr,1965-05-05,52,18,55042
Andrew Wilkerson,Nova Scotia,Castro Group,en,1966-01-01,51,30,55046
Tammy Adams DDS,New Brunswick,Griffin LLC,en,1951-06-06,65,27,55078
Christopher Flowers,Quebec,Lewis Group,en,1985-05-04,32,30,55107
Dale Freeman,New Brunswick,"Wood, Coleman and Campbell",en,1967-08-13,49,35,55125
Thomas French,Yukon Territory,"Smith, Hobbs and Miller",en,1945-11-20,71,24,55132
Shelley Mills,Nova Scotia,Johnson-Barnett,fr,1953-10-19,63,35,55138
Timothy Watkins,Saskatchewan,Gordon Group,en,1993-08-24,23,23,55143
Matthew Morales,Northwest Territories,Yang-Monroe,en,1970-11-08,46,27,55148
Brandon Miller Jr.,Saskatchewan,"Brown, Galloway and Galvan",fr,1993-11-30,23,23,55151
Terri Edwards,Prince Edward Island,Morton-Murphy,fr,1989-04-05,28,22,55162
Casey Bishop,Prince Edward Island,Wright-Nunez,fr,1986-09-20,30,24,55168
Samantha Williams,Yukon Territory,Salazar-Dillon,fr,1960-12-08,56,28,55182
Cindy Williams,Saskatchewan,Hunt PLC,en,1983-12-10,33,25,55187
Jason Mccullough,Nova Scotia,Wu-Cooper,en,1955-05-08,62,33,55191
Erica Bruce,British Columbia,Pena-Smith,fr,1967-05-31,50,34,55206
Mathew Bryant,Prince Edward Island,Crosby LLC,fr,1973-02-25,44,35,55227
Emily Brown,Nova Scotia,Vega Ltd,en,1978-01-07,39,17,55230
Barry Lloyd,Manitoba,Davila Group,fr,1990-04-26,27,27,55239
Kayla Kelly,Nova Scotia,Smith and Sons,en,1974-03-10,43,25,55240
Todd Henry,Quebec,White-Cole,fr,1965-06-26,51,28,55244
Michael Galloway,Newfoundland and Labrador,"Fleming, Clark and Smith",en,1977-09-14,39,23,55251
Sarah Owens,New Brunswick,Chapman-Gonzalez,en,1941-06-17,75,27,55274
Robert Thompson,British Columbia,"Holmes, Jones and Ingram",fr,1978-02-11,39,32,55281
Denise Ferguson,New Brunswick,"Bush, Frazier and Lopez",en,1979-07-28,37,27,55282
Jonathan Guzman,Newfoundland and Labrador,Simmons Ltd,fr,1958-07-04,58,33,55284
Anna Brown,New Brunswick,Cooper and Sons,fr,1944-06-11,72,23,55286
Meghan Bradley,Saskatchewan,Allen Inc,fr,1975-06-28,41,23,55288
Ronald Hurst,Manitoba,Vasquez-Maldonado,en,1997-11-22,19,19,55294
Brittany Jackson,Quebec,Cline-Rodriguez,en,1956-01-14,61,35,55298
Kristopher Meyer,Alberta,"Smith, Hudson and Mccann",fr,1970-09-13,46,23,55318
Molly Little,New Brunswick,Butler and Sons,en,1958-05-06,59,18,55325
Sheila Adams,British Columbia,Wilson LLC,en,1969-07-20,47,32,55328
Gregory Patel,Newfoundland and Labrador,Williams-Vazquez,en,1994-10-21,22,22,55334
Samantha Hunt,British Columbia,Lloyd-Carson,fr,1975-05-27,42,30,55341
Joshua Ryan,Alberta,Johnston Group,fr,1954-02-13,63,29,55343
Sean Davis,New Brunswick,West-Floyd,en,1982-10-10,34,33,55348
Christine Smith,New Brunswick,"Lane, Mcclure and Holland",en,1962-03-09,55,18,55369
Kelly Mitchell,Prince Edward Island,Thompson-Cruz,en,1976-06-08,40,27,55371
Kelly Fisher,Nova Scotia,Lawrence PLC,en,2000-01-25,17,17,55373
Joshua Chang,Saskatchewan,"Wilson, Velasquez and Moreno",fr,1950-11-26,66,24,55404
Briana Martinez,British Columbia,Christensen-Smith,fr,1963-01-04,54,25,55423
Elizabeth West,New Brunswick,Webster PLC,en,1948-01-11,69,18,55425
Charles Jackson,Nova Scotia,Parker-Norman,en,1948-02-26,69,35,55438
Toni Jackson,Prince Edward Island,Hayes and Sons,en,1982-09-18,34,22,55441
Mike Haynes,Yukon Territory,Rivera and Sons,fr,1967-07-20,49,25,55442
Kristin Howell,New Brunswick,Gray PLC,en,1957-06-09,59,20,55447
Allison Martin,Yukon Territory,"Cherry, Vaughn and Turner",en,1955-09-13,61,35,55455
Kathy Green,Manitoba,Mora Inc,fr,1983-06-22,33,25,55467
David Schmidt,New Brunswick,Robertson-Young,en,1973-10-20,43,27,55471
Jamie Hernandez,New Brunswick,Porter-Stevens,fr,1941-11-23,75,29,55480
Maria Hill,Alberta,Oconnor Ltd,fr,1979-01-04,38,26,55492
Bryan Anderson,Quebec,"Lucero, Gill and White",fr,1969-11-29,47,18,55503
Steven Brown,British Columbia,"Byrd, Garrison and Taylor",en,1953-10-13,63,31,55533
Carolyn Randolph,Northwest Territories,"May, Palmer and Keller",en,1942-08-28,74,23,55559
Stanley Elliott,British Columbia,Clark Inc,fr,1996-06-21,20,20,55561
Jennifer Michael,Nunavut,Jackson-Cole,fr,1972-10-25,44,35,55568
David Henderson,Alberta,"Robertson, Jordan and Powell",en,1959-09-05,57,28,55573
Adam Baker,New Brunswick,Conner LLC,fr,1949-08-07,67,24,55575
Dr. Diana Hart DDS,Newfoundland and Labrador,Rhodes-Foster,en,1964-02-11,53,17,55592
Gina Sanchez,Nova Scotia,Decker-Hines,en,1999-10-31,17,17,55594
Jacqueline Walker,British Columbia,Goodwin Inc,fr,1950-05-18,67,32,55596
Amber Wilson,Newfoundland and Labrador,Harper PLC,en,1961-04-08,56,21,55602
Rachel Knight,Manitoba,"Anderson, Rodgers and Smith",en,1990-08-07,26,23,55608
Gregory Munoz,Northwest Territories,Kim-Pittman,fr,1985-08-09,31,26,55625
Mary Vazquez,New Brunswick,Parker and Sons,en,1962-06-20,54,22,55632
Tina Mason,Ontario,Mills PLC,en,1953-03-10,64,21,55645
Jacqueline Davis,Prince Edward Island,Aguirre LLC,fr,1996-01-12,21,21,55652
John Fitzgerald,Saskatchewan,Cook Ltd,en,1994-11-05,22,22,55654
Jessica Abbott,Nova Scotia,"Wilson, Andrews and West",en,1942-03-23,75,17,55664
Misty Pittman,Quebec,Hernandez LLC,fr,1946-04-29,71,20,55665
Tonya Daniel,Prince Edward Island,Young-James,en,1971-05-31,46,31,55668
Kendra Griffin,Newfoundland and Labrador,Erickson-Walker,en,1959-08-12,57,24,55691
Gregory Henderson,New Brunswick,Ramsey Group,fr,1991-05-27,26,26,55696
Robert Gregory,Ontario,Gibson Inc,fr,1963-10-08,53,33,55710
Steven Franklin,Prince Edward Island,Hatfield Inc,en,1956-09-13,60,34,55726
Chad Chavez,Ontario,Hill-Hayes,en,1983-12-12,33,32,55729
Adam Bryant,New Brunswick,"Johnson, Morris and Collier",fr,1992-08-04,24,22,55752
Christopher Maxwell,Newfoundland and Labrador,Beasley Group,en,1965-09-17,51,29,55760
Samuel Ware,Northwest Territories,King-Lin,en,1972-04-11,45,17,55786
Patricia Chang,Manitoba,Logan-Williams,fr,1954-04-27,63,24,55797
Sylvia Sherman,Quebec,Hughes-Price,en,1953-03-10,64,22,55801
Michael Goodwin,Saskatchewan,Williams-Kennedy,fr,1988-10-14,28,28,55804
Mark Camacho,Quebec,"Banks, Reed and Roberts",en,1961-08-17,55,34,55808
Robert Petty,Nunavut,Cohen Ltd,en,1987-01-22,30,30,55811
Anna Johnson,New Brunswick,Howell and Sons,fr,1961-02-23,56,22,55819
Kristen Hernandez,Prince Edward Island,Daniel-West,en,1981-01-26,36,23,55837
Natalie Graham,Prince Edward Island,"Guzman, Carter and Foster",fr,1955-09-24,61,19,55839
Stephanie Mcdonald,Newfoundland and Labrador,"Saunders, Wang and Simpson",en,1967-01-13,50,32,55841
Shelly Martin,Ontario,Carr Group,fr,1971-04-20,46,20,55852
Nicholas Mcdonald,Saskatchewan,"Kane, May and Dickerson",en,1992-04-28,25,21,55853
Clinton Taylor,Quebec,Clayton LLC,en,1979-04-21,38,31,55865
Austin Murray,Ontario,Rogers-Sloan,fr,1949-03-03,68,35,55883
Carly Salazar,Manitoba,Dunn-Neal,en,1954-07-27,62,17,55892
Kimberly Perez,Alberta,Fox Inc,fr,1967-06-03,49,27,55902
Christopher Coffey,Yukon Territory,"Mueller, Phillips and Richards",fr,1960-01-20,57,33,55904
David Welch,Nunavut,"Hahn, Wallace and Wright",en,1993-12-25,23,23,55911
Logan Gordon,Ontario,Mcdonald-Lynch,fr,1993-07-02,23,23,55917
Emma Johnson,Northwest Territories,Newton Group,fr,1950-06-01,67,29,55919
Anita Russell,Quebec,Smith-Thompson,en,1958-02-10,59,21,55927
Audrey Zamora,Yukon Territory,Dickson-Chapman,en,1979-05-22,38,33,55930
Becky Ward,Ontario,Green-Weiss,en,1993-08-25,23,23,55953
Dana Watts,Nunavut,"Morgan, Jennings and Wright",fr,1952-02-06,65,18,55956
Melissa Nolan,New Brunswick,"Walters, Rhodes and Huff",en,1994-05-29,23,21,55975
Michael Lee,Ontario,Carney and Sons,en,1971-08-24,45,22,55977
Brittany Santana,Newfoundland and Labrador,Castro-Gill,fr,1975-11-06,41,20,55986
Carl Schaefer,Saskatchewan,Miller LLC,en,1998-01-01,19,19,55989
Pamela Howard,Ontario,Johnson-Vincent,fr,1942-04-15,75,18,55999
Yvonne Stanley,Newfoundland and Labrador,Diaz-Landry,fr,1965-09-09,51,33,56001
Joshua Allison,New Brunswick,"Payne, Morgan and Diaz",fr,1960-09-20,56,19,56034
Savannah Gentry,Ontario,Thompson-Gardner,fr,1976-10-09,40,25,56035
Cole Hill,Newfoundland and Labrador,Morrison Group,fr,1985-04-17,32,23,56039
Paul Parrish,Newfoundland and Labrador,Olson-Young,fr,1946-07-09,70,31,56047
Seth Young,Yukon Territory,"Ramirez, Wong and Johns",en,1959-09-17,57,19,56051
Joshua Cooper,Alberta,"Parrish, Rogers and Wells",fr,1941-01-04,76,23,56059
Cassie Martinez,Saskatchewan,Evans-Carr,fr,1975-04-29,42,22,56072
Jason Navarro,British Columbia,"Brown, Perez and Moss",fr,1942-02-19,75,34,56099
Theresa Kirk,New Brunswick,Evans Ltd,en,1974-08-30,42,32,56104
Daniel Smith,Nova Scotia,"Cline, Obrien and Guzman",fr,1991-07-06,25,24,56126
Michael Tyler,Newfoundland and Labrador,Graves Group,fr,1950-12-07,66,30,56130
Michael Callahan,New Brunswick,Gordon-Brown,en,1956-01-24,61,31,56132
Jeffrey Davis,Nunavut,Jackson and Sons,en,1948-04-05,69,26,56134
Patricia Ryan,Saskatchewan,"Evans, Scott and Joseph",en,1978-04-25,39,27,56144
Michael Orr,Saskatchewan,"Nguyen, Parsons and Haley",fr,1977-03-14,40,25,56166
Christina Jones,Ontario,Armstrong and Sons,fr,1998-06-05,18,18,56179
Victoria Lee,Yukon Territory,"Brown, Simpson and Campbell",en,1957-05-29,60,19,56186
Jason Sweeney,Quebec,"Mitchell, Martin and Coleman",fr,1966-01-15,51,18,56194
Brett Wilcox,Nunavut,Williams-Johnson,fr,1985-04-05,32,23,56199
Cynthia Perry,Saskatchewan,Gordon-Hicks,fr,1942-05-25,75,28,56227
Vincent Perkins,Prince Edward Island,Holmes-Nash,en,1962-10-16,54,31,56249
Lauren Irwin,Prince Edward Island,Munoz LLC,en,1950-06-13,66,26,56251
Sherry Johnson,Nunavut,Jones and Sons,en,1949-02-05,68,23,56267
Joanne Love,Manitoba,"Wilson, Russell and Brooks",fr,1974-10-31,42,28,56270
Matthew Williams,Saskatchewan,Pope-Rivera,fr,1943-05-08,74,30,56273
Breanna Olson,British Columbia,Johnson-Vang,fr,1977-10-30,39,17,56277
Julie Smith,Quebec,"James, Peterson and Reyes",fr,1998-12-14,18,18,56278
Curtis Jenkins,Newfoundland and Labrador,Moore-Alexander,fr,1944-01-01,73,22,56284
Matthew Barnes,Prince Edward Island,"Nichols, Hughes and Osborn",en,1987-10-24,29,21,56293
Robert Garcia,Nova Scotia,Jackson and Sons,en,1992-09-30,24,24,56304
Susan Alvarez,Yukon Territory,"Adams, Owen and Macdonald",fr,1963-06-03,53,33,56315
Larry Warren,New Brunswick,Graham-Johnson,en,1955-10-14,61,20,56321
Dana Johnson,British Columbia,"Osborn, Andrews and Miller",fr,1977-10-28,39,35,56322
Alejandro Smith,Nova Scotia,Curtis LLC,fr,1959-05-20,58,35,56324
Todd Keller,Northwest Territories,Golden LLC,en,1960-01-06,57,33,56349
Kathleen Wilson,New Brunswick,Cook and Sons,fr,1971-08-22,45,35,56350
Gabriel Peters,Quebec,Duncan-Briggs,en,1995-09-05,21,20,56352
Kelly Morris,Alberta,"Wilson, Smith and Walker",fr,1999-10-06,17,17,56377
Dr. Kenneth Tucker,Prince Edward Island,Obrien-Foster,en,1997-04-06,20,20,56381
Diana Smith,Manitoba,Young-Anderson,en,1941-03-22,76,25,56382
Nathan Rodriguez,Prince Edward Island,Cannon and Sons,fr,1991-11-11,25,25,56387
Linda Smith,Nova Scotia,"Brown, Fletcher and Vasquez",en,1955-06-24,61,33,56389
Yvette Jones,New Brunswick,"Petty, Arnold and Hancock",fr,1988-09-09,28,20,56399
Autumn Watson,Ontario,Wagner-Rogers,fr,1996-07-24,20,20,56404
Jessica Martinez,Saskatchewan,Barber-Hart,en,1947-01-15,70,28,56405
Gregory Rosario,Quebec,"Richards, Dorsey and Adkins",fr,1975-07-20,41,33,56408
Caroline Mclaughlin,Nova Scotia,"Cummings, Allen and Freeman",en,1946-06-05,70,22,56423
Robert Doyle,Quebec,Morgan Ltd,en,1988-07-22,28,28,56424
Raymond Newman,Manitoba,Dawson Group,en,1948-10-01,68,17,56425
Robin Mcdonald,Saskatchewan,Martinez-Patel,en,1979-09-03,37,21,56437
Sharon Hughes,New Brunswick,Ferguson Group,fr,1966-11-17,50,18,56442
Nicholas Thomas DDS,Yukon Territory,Strickland and Sons,en,1967-03-23,50,23,56445
Christie Buchanan,Northwest Territories,Mclaughlin PLC,en,1970-04-24,47,34,56464
Kelly Miller,Yukon Territory,Smith and Sons,en,1992-01-28,25,23,56471
Kimberly Howell,Nunavut,"Perry, Jones and Bush",en,1948-09-07,68,28,56484
Mrs. Dawn Wilson MD,Northwest Territories,"Johnson, West and Peterson",fr,1957-08-29,59,35,56502
Brandy Huynh,Newfoundland and Labrador,Valdez and Sons,en,1961-07-22,55,17,56503
Jennifer Cruz,Nova Scotia,Simpson-Hardy,en,1946-05-04,71,21,56506
Shannon Alvarez,Prince Edward Island,Duran-Garcia,fr,1994-05-27,23,23,56513
John Juarez,Alberta,"Miller, Wilkerson and Garza",fr,1954-09-30,62,20,56519
Melanie Tyler,Quebec,"Smith, Ritter and Johnson",en,1979-12-17,37,22,56524
Jillian Carroll,New Brunswick,Lee-Parker,fr,1983-06-20,33,33,56534
Shawn Benton,Saskatchewan,Vazquez-Robertson,fr,1999-05-09,18,18,56544
Nicole Frey,Alberta,Ayers and Sons,fr,1941-12-23,75,20,56559
Phillip Williams,New Brunswick,Farley-Wilson,fr,1977-01-31,40,22,56565
Rachel Garcia,Newfoundland and Labrador,Ross Inc,en,1991-08-20,25,25,56569
Julia Lin,Newfoundland and Labrador,Miller and Sons,fr,1978-04-20,39,22,56578
Laura Norton,Nova Scotia,Brooks-Herrera,fr,1994-06-28,22,18,56590
Bruce Lloyd,Northwest Territories,Gonzalez Group,fr,1979-11-13,37,27,56598
Donna Cantrell,Northwest Territories,Stafford-Martin,fr,1941-08-11,75,35,56600
James Medina,Nunavut,"Le, Smith and Miller",en,1984-11-15,32,17,56618
Jessica Smith,New Brunswick,Harris-Hartman,en,1940-10-07,76,27,56639
Jennifer Stewart,New Brunswick,Knight LLC,fr,1950-07-19,66,34,56656
Thomas Dickerson,Quebec,"Levy, Ortega and Johnson",fr,1968-07-18,48,19,56663
Daniel Parker,Northwest Territories,"Hall, Hunt and Campbell",en,2000-09-23,16,16,56686
Sarah Phillips,Quebec,Clark Inc,en,1984-04-21,33,28,56690
Tammy Bush,Ontario,Stewart-Young,fr,1988-11-22,28,28,56694
Kevin Thomas,New Brunswick,"Luna, Hicks and Adkins",fr,1981-10-19,35,27,56720
Linda Harris,Yukon Territory,"Cunningham, Green and Archer",en,1995-10-19,21,21,56725
Rachel Foley,New Brunswick,Fox-Cortez,fr,1996-05-03,21,21,56727
Stephanie Freeman,Quebec,Davenport LLC,en,1993-01-17,24,21,56757
Dawn Reid,New Brunswick,"Eaton, Thompson and Wilson",fr,1994-01-15,23,23,56769
Lisa Zimmerman,Alberta,Collins-Ramirez,en,1993-02-19,24,23,56770
Michael Phillips,Nova Scotia,Rivera-Alexander,fr,1964-08-24,52,29,56773
Mary Henderson,Manitoba,"Gentry, Miller and Adkins",en,1997-04-20,20,20,56775
Taylor Conrad,Ontario,Stone Ltd,fr,1993-05-20,24,24,56787
Kaitlyn Oconnor,Nova Scotia,"Franklin, Wade and Howard",en,1953-04-04,64,34,56806
Brian Frank,New Brunswick,"Weber, Williams and Owens",fr,1942-08-10,74,23,56818
Nathan Bishop,Quebec,Harrison Group,en,2000-06-10,16,16,56824
John Lang,Alberta,Benson-Morales,fr,1993-09-17,23,22,56827
Misty Khan,Ontario,Riggs-Mcmahon,en,1981-08-11,35,33,56831
Melissa Smith,New Brunswick,"Wright, Mason and Callahan",fr,1989-06-23,27,20,56837
Juan Mcclure DDS,Yukon Territory,Bryan-Lucas,fr,1998-04-29,19,19,56888
Brianna Spencer,Alberta,"Cook, Holt and Martinez",en,1964-10-10,52,29,56889
Timothy Case,Prince Edward Island,Barber-Williams,en,1948-06-05,68,22,56905
Thomas Oliver,Prince Edward Island,Jones-White,fr,1995-08-31,21,17,56908
Eddie Lewis,Ontario,"Haney, Maxwell and Cooke",fr,1962-03-23,55,26,56911
Duane Campbell,Ontario,"Adams, Brown and Sanders",fr,1999-12-18,17,17,56919
Heather Thornton,Northwest Territories,Harrison-Pittman,fr,1982-03-04,35,31,56944
Brandon Fisher,British Columbia,Clark PLC,fr,1942-10-06,74,31,56952
Kristen Williams,Nunavut,Lawson LLC,en,1955-09-06,61,17,56957
Shaun Thomas,New Brunswick,"Austin, Hebert and Boyd",en,1986-10-21,30,17,56986
Sara Palmer MD,Alberta,"Guerra, Jones and Robles",en,1974-07-26,42,35,57002
Trevor Wright,Quebec,"Miles, Barnett and Walters",fr,1945-10-03,71,28,57017
Terrance Ramirez,Quebec,"Adams, Taylor and Lambert",fr,1993-01-10,24,24,57021
Cynthia Klein,Nunavut,Vazquez Group,fr,1992-03-10,25,24,57022
Jessica Morton,Newfoundland and Labrador,Benson-Durham,en,1948-06-29,68,22,57031
David Novak,Newfoundland and Labrador,Reese LLC,fr,1979-03-24,38,29,57032
Norma Jones,Newfoundland and Labrador,"Williams, Williams and Wiggins",fr,1956-01-30,61,28,57051
Heather Meza,Prince Edward Island,Davis and Sons,en,1952-11-06,64,34,57053
Kimberly Lowe,British Columbia,Gonzalez-Martinez,en,1983-05-06,34,29,57064
Julia Graves,Newfoundland and Labrador,Jackson LLC,fr,1964-06-03,52,18,57069
Kim Taylor,British Columbia,Petersen Ltd,en,1999-08-07,17,17,57071
Sandra Rocha,Alberta,Charles-Robinson,en,1958-12-02,58,25,57078
Colleen Thomas,Ontario,"Cole, Becker and Walsh",en,1944-11-07,72,22,57081
Ryan Smith,Nunavut,Hawkins LLC,en,1997-05-15,20,20,57086
Brian Holmes,Yukon Territory,"Dougherty, Ramirez and Walker",en,1957-02-21,60,29,57098
Daniel Newton,Newfoundland and Labrador,"Hendrix, Walker and Stevens",en,1981-04-23,36,19,57099
Terry Matthews,British Columbia,"Brown, Reynolds and Gonzalez",en,1981-02-10,36,30,57110
Carrie Moore,Nova Scotia,Thomas Inc,en,1979-12-23,37,25,57129
Brittany Bowers,Nova Scotia,King PLC,fr,1996-11-27,20,20,57133
Thomas Hernandez,Saskatchewan,Munoz-Stewart,en,1970-11-10,46,20,57135
Nicholas Snyder,Nova Scotia,Foster-Gonzales,en,1979-10-16,37,35,57137
Russell Miller,Manitoba,"Nixon, Lynch and Callahan",fr,1965-01-23,52,26,57138
